,0,1,2,3,4,5,6,7,8,9
0,-0.2906722,0.120190516,0.16212219,-0.32392043,-0.316122,-0.69348264,-0.7984837,-0.81787455,0.9735642,1.8576187
1,-0.86067444,-0.22350636,0.12873524,-0.967214,-0.74614626,-0.68137765,-0.9635166,-1.5115951,-0.06712198,1.4541317
2,-1.2049617,1.050326,0.9814428,0.08198792,-1.2580833,-1.1858388,-0.8181919,-0.1728344,1.0956175,1.08803
3,-0.15388648,0.24768999,-0.9427906,-0.15323621,-0.025708854,-0.29500678,2.2816026,-0.124563575,1.0193489,0.16948187
4,-0.37486982,-0.27584746,0.3044845,-0.014856756,-1.2798519,-0.40459546,1.7926083,-0.67249286,0.42311138,-1.5308567
5,0.16136259,0.1535342,-1.92336,-0.129682,-0.7648405,-1.8057364,-1.3332134,1.2511399,0.6824575,1.0009303
6,-0.20914388,0.5039495,-0.1459502,-0.017504841,0.6228638,-0.79971945,-0.83520114,-0.49496257,-0.76226646,1.7683448
7,-0.7159764,-0.21721873,0.2834046,1.182661,0.010243475,-1.3298403,-0.32920158,0.48781613,-0.10452443,0.9940288
8,0.21247877,0.3766317,0.45952493,0.1675672,0.23889285,1.8200374,-0.0888232,-0.35388112,0.9231023,0.5328417
9,0.6198021,-0.6900532,0.88724595,0.590338,1.1943784,1.0891421,-0.72118604,-1.2438856,0.13959152,-0.18224156
10,0.61418396,-0.8499099,0.49549717,-0.22760522,0.8856614,1.2483927,-0.08868742,-0.48913968,0.46054667,0.7080348
11,-0.13779637,-0.11659065,-0.3463354,0.73735976,0.5647672,1.1682011,-0.69182694,0.23115659,1.0679603,-0.13135564
12,-0.70594704,-0.093513906,1.4248807,-0.11664307,-0.6283919,1.1747814,-0.32444167,0.9175013,-0.9353445,-0.4475882
13,2.8121803,-0.21763894,-0.31239295,-1.2530398,0.10637015,-0.7091651,-0.1245389,0.9554062,-0.17362398,-0.07981908
14,0.1859479,0.36597845,-0.064147055,0.6207371,0.726585,-0.18933323,-0.058072448,1.2789888,-1.3435664,-1.8203019
15,-0.71681166,0.39615932,-0.6482438,-1.7155521,-0.9703798,-0.74288166,0.218992,-0.10965818,1.864275,1.6186081
16,0.30777276,-0.5850526,-0.7996371,0.033629715,0.29390365,1.2092263,-0.43649232,0.3789761,0.9243044,0.039111257
17,0.6137235,-1.1578383,-1.0319382,-0.19839391,0.02789563,1.2695873,0.12296212,-0.40504992,0.16025668,0.12680864
18,0.51787287,1.1779298,-1.2476999,1.5353056,0.6506637,1.0458803,-0.774475,-0.58349085,0.5446474,-0.67502654
19,-0.88878465,0.59019697,-0.5960592,0.63844967,1.1602564,-0.79775333,-0.15209556,0.114881754,0.82577604,1.4802656
20,-0.68567854,0.35075635,-0.7866094,0.9921706,0.26656973,-1.4306668,-0.86868775,0.012802482,0.11708444,1.2333974
21,-0.9087924,0.018648535,0.23546284,0.0727365,1.0507455,-1.0854398,-0.48419058,-0.71192646,0.22909695,1.5185518
22,-1.779735,-0.15335533,-0.13464606,0.43274558,-0.7724576,-0.60906196,-1.8691262,-1.3134719,0.46082646,1.3349676
23,0.58920014,-0.4779738,0.91193104,0.98484683,0.560293,1.2941281,-0.16169763,-1.3745879,-0.43815106,0.26034498
24,0.82794386,0.33710107,-2.0303307,1.105337,0.8199268,0.78981423,-0.5582346,-0.0949195,1.2636693,-0.71651256
25,1.0616343,-0.2175875,-1.2131573,-0.4438459,0.1419527,-0.29665127,0.6318711,0.0343827,-2.875326,-1.3471788
26,-0.279312,-1.0024236,-0.20112312,1.0022099,-0.26897088,1.2131636,-1.18899,0.021287382,0.74635357,-0.26896536
27,-0.30578712,3.846587,-0.13882303,-3.8693206,-1.3072355,-1.906854,0.83650106,-1.254587,-0.594958,0.5338836
28,-0.5724627,0.6097063,-0.048784375,0.017366648,0.46188968,-0.9314302,-0.7624048,0.6783229,-1.0895613,1.0623982
29,1.5281467,-1.739722,-1.0895253,0.87187195,-2.3494213,-1.839651,-1.4938987,-0.11610854,-1.6858995,0.10220289
30,-0.0016358001,-1.3049893,-0.002780199,-0.038624763,0.033619046,1.2648737,0.09601319,-0.008607566,-0.66464853,-0.21508276
31,3.2379115,0.8441665,-0.96430147,-0.2785259,0.04677075,-1.2883915,-0.81507146,1.5684898,0.9639304,-0.5166789
32,-0.30053014,0.2747785,1.0243326,-0.19356278,1.0228298,1.4250175,-0.16017306,0.43781072,-0.02390325,-0.38870823
33,0.13133913,0.32927445,0.15707529,0.44574594,-0.86934966,1.1593466,-1.649392,0.2973863,0.55454594,-0.022384763
34,2.3010774,-0.45730278,-0.8012322,-0.9215077,0.10794693,-2.214776,1.7250532,0.18561286,0.6159684,-0.55524933
35,0.45134792,-0.44939563,0.20905912,0.4328226,-0.88799596,1.3001927,-0.6654824,-0.34328473,0.9322738,-0.13078105
36,-1.1070161,1.0204943,2.362434,-0.6529372,-0.6289966,0.52728224,-0.7680241,1.5619504,-0.78318894,-0.80366933
37,0.14322871,-0.14228943,0.25838816,0.7887521,0.2382167,1.1315699,0.5783379,-0.9340569,0.20957023,0.33087194
38,1.278677,0.91248035,0.37584734,1.2142072,-0.08215517,1.0845082,-0.22760129,-0.60857093,-0.17920053,-1.0905687
39,-0.35619035,0.24258666,-0.05266732,-0.020914465,-0.6529942,-0.77332795,-1.2593158,0.25527465,-0.2584231,1.5973288
40,-0.20815507,0.43247667,-0.4126625,0.10192847,0.5277739,-0.8837396,-0.31106198,-0.25234175,-0.49510083,1.6688173
41,-0.69601005,-0.5103353,-1.1532618,-0.93701637,0.04981351,-0.4216899,1.8153555,-0.122766495,1.4476297,-1.0044471
42,-0.24096382,-0.03410551,0.024000525,0.52997774,0.19406164,1.5094305,0.33771288,-0.0646891,1.2129734,0.01550734
43,0.76142895,-1.0110109,-0.07957089,0.5322429,-1.5754774,-2.771204,-0.7331766,-1.2203064,-1.8611677,0.38333166
44,-0.5765243,-0.40158865,1.2083218,-0.8372552,0.5992455,1.0798018,-1.5755013,1.0425227,-0.21707994,-1.0618969
45,0.19755079,0.59869015,1.327496,0.42240334,-2.1293573,1.6118664,-0.09232807,0.11610767,0.93959695,-0.16382432
46,-0.73320955,-0.73727787,1.1390467,0.1860925,-0.3234988,-1.1354536,-0.27920067,0.25816086,-0.10783225,1.1084131
47,0.035875414,-0.3486078,-1.2654568,0.7507634,0.35651428,1.5480415,-0.20722806,0.13503474,-0.20434088,0.29700816
48,0.044394843,-0.50843954,-0.15873349,0.14232409,-0.21238792,1.2626524,0.41259265,0.7631388,-1.0825155,0.29621387
49,-1.2869126,1.2998686,1.2158198,-0.6486608,-0.7261468,-0.9378103,-0.6419426,0.025203586,0.39007407,1.2533085
50,-0.22792996,0.08761886,-0.30364716,1.168592,0.045935154,-0.99809206,-0.007020831,0.34736297,0.70586365,1.6867132
51,-1.2021153,0.30069777,-0.76537025,-0.6379919,-0.5973516,-0.8419646,-0.99987876,-0.9330729,0.18545288,1.3726718
52,-0.54257524,-1.0808988,0.9270317,0.24751651,0.7352106,-0.43781903,1.8223226,0.15728563,-0.0798257,-0.775555
53,-1.2568495,-0.55626357,0.011843681,-0.5873053,-0.4420278,-0.533865,-0.44783056,-0.22889274,0.38892204,1.6054895
54,-0.86287266,-0.36254922,-0.35194755,0.20674169,-1.7097771,-0.6012207,0.7729405,0.7745825,-0.25091165,0.7411728
55,-0.056385007,-0.30844566,1.5157783,0.8395529,-0.026609182,1.1156119,-0.3900975,0.08435488,0.8017183,-0.50432265
56,0.9656478,-1.6004001,-0.9572549,-1.5309467,-0.2967773,-0.39562336,-0.04270327,0.57265383,-0.3486811,-2.637467
57,-0.44805473,-0.04007688,1.048603,0.2579298,-0.1235953,1.4006909,0.8110347,0.3328218,-1.1037601,0.75089383
58,-0.63408315,-1.0586329,1.5363802,-0.71064913,0.27540743,0.9334538,0.034725785,-0.2728542,-0.81883484,-0.02902639
59,2.4284008,1.4566277,-0.48205125,-0.35896373,-0.32046792,-0.05193737,-0.09527671,0.98599446,0.7741776,0.33994603
60,-0.54835194,1.4338032,-0.3022474,-0.76267564,0.26422423,-0.7001523,-0.53269947,-1.1771227,-1.1680951,1.8545108
61,-0.6207535,0.060682207,0.086155474,1.7882044,-0.48249364,-1.005491,-0.6617044,0.63956547,0.47620636,1.3501312
62,-0.437241,-0.20026717,-0.05585909,-0.005959153,-0.5280586,-0.71301496,2.2320457,-0.35855985,0.7970955,-0.6414701
63,1.6219419,-2.7813814,1.8458645,-0.3770086,-0.69488674,-2.0462596,-0.77829707,-1.9972979,-1.3252501,0.38076842
64,-0.99270606,1.424715,-0.22996509,-1.1377387,0.03821212,0.21559122,-0.21222055,1.3546922,0.5514063,-1.6064287
65,-0.024839912,-0.6723702,0.949411,-0.6514266,0.81233984,-0.3902131,1.6453277,-0.38079083,-0.22887158,-0.97488225
66,2.1736681,1.1925864,0.40202916,1.5971386,0.53407246,-0.5498047,0.7438315,-0.3268699,1.2453711,0.18644416
67,0.045006756,0.9268762,-0.07041156,-0.32695797,0.09957987,1.3181283,-0.016567945,0.47446308,0.6579333,0.27959526
68,1.1669176,1.7635572,2.0500395,-3.8099303,2.1141956,-0.25115398,0.41255724,-0.4782207,-0.20842797,-1.0648135
69,-0.03108826,-0.49485382,1.3948569,1.1428486,-0.8806501,1.4333736,-0.45862186,-1.6766094,0.40806586,0.4951551
70,-0.39171225,2.5593245,-2.2632613,-0.8914591,-0.18064022,1.2154795,1.1663759,0.80711776,0.52470154,0.37406266
71,0.5970008,-0.78399444,0.341141,0.48895556,-1.0539001,-2.1746907,-1.4951366,0.10491833,-0.51643294,0.76633716
72,0.024102215,-2.040191,-0.25290585,-0.30251747,3.6155207,-1.2672187,-0.4733466,2.690001,0.6031998,0.44557846
73,-0.69352466,0.16448882,-0.56895673,0.04357338,0.7245758,-0.51119924,-0.6771318,-1.0839101,1.1412268,1.8722899
74,0.8349589,-1.3809114,0.70197874,0.2578835,-0.77351284,-2.0719757,-0.713946,-0.15648645,-1.2233027,0.7034617
75,0.33547273,-1.1985246,1.4646081,0.44750476,-1.5009289,-1.3627344,-1.6165572,-0.22342628,-0.8285953,0.71613526
76,-0.2210131,-0.24691728,0.0987221,-0.07444626,-0.23998058,-0.28748962,1.6765628,-0.284118,0.57047826,-0.7855607
77,-0.56300205,0.7594987,1.9988916,1.8388779,-1.3333848,0.61327374,0.9604366,1.0338687,-0.8880114,-0.39476824
78,-0.964863,0.53099406,0.3507439,-0.99159837,0.98394495,0.9436939,-0.5617529,1.3721718,-0.0038605332,-0.5815512
79,0.41021946,0.80985236,-1.1189657,1.4507124,0.37434256,1.3476318,-0.27139676,-0.7042664,-0.16781008,-0.5435287
80,-0.071050316,0.79494107,0.2743435,0.82258725,0.44569057,1.3282956,-0.6892775,0.8028325,0.95919687,0.45826507
81,0.5560334,0.6376935,0.874447,0.5976347,-0.35087442,1.551604,-1.4350129,-1.5984763,0.6575628,0.23606133
82,-0.883587,1.7132523,-0.30873573,1.9462264,0.81566125,-0.89410126,-0.21129107,0.034578383,-0.76123977,1.3000576
83,0.18621418,3.2556112,-1.5875112,-0.9549011,-0.21498087,0.70571744,2.3324542,0.8314531,2.247441,1.8135964
84,0.044893857,-0.9497889,0.67009866,0.14307368,0.34784752,1.365487,-0.2224716,-0.50000465,-0.17111486,0.017656922
85,0.05733293,-1.2164388,0.35284662,-0.22167453,-0.557802,0.936242,-0.11037719,-0.16098416,-1.8171415,-0.5275997
86,-0.7470433,0.09293413,-0.28033745,-0.17610326,0.19320446,-0.80970657,-1.1643494,-0.38886315,-0.30765063,1.5457771
87,-0.4293553,-0.30614004,-0.47012866,-0.5741764,0.08036381,0.54591954,1.6567199,-0.29810834,-0.17909443,-0.009279847
88,-0.09208453,0.9964284,0.25565016,0.044258744,0.06369078,-1.3718104,1.057487,0.8780804,0.72294337,1.7559503
89,1.044585,0.7703855,2.4933467,-4.637924,0.58027667,0.023357958,-1.4455384,-2.2826242,2.1320078,-1.4950644
90,0.17554763,-1.1566849,0.4210515,-0.7765361,0.67755216,1.3634539,-0.05360055,-0.062061787,0.61711687,0.25676572
91,-0.44603616,0.21562463,-0.49981105,-0.061584294,-0.103331536,-0.049214482,-0.36047876,1.5108273,-0.7340449,-2.2014427
92,-0.7555189,-0.19839826,0.24776304,1.3372259,0.49241406,-0.041387945,1.2801645,1.028784,0.5219074,-0.71325624
93,-0.3257105,0.23185724,0.6241776,-0.7337179,1.1652331,1.2287753,-0.0054284334,1.7175485,-0.67946243,-0.2944206
94,2.4629986,-0.23528656,-1.0886875,-1.5623003,-1.1321204,0.31491238,-0.020025969,0.7284614,0.48863393,0.9531603
95,-1.1735442,0.35753053,-0.11094487,-0.98364174,-0.10199052,-0.35999623,-1.126479,-0.9180056,-0.55728096,1.6966233
96,-0.87386113,0.41049358,-0.61392415,0.3630221,1.1658297,-0.52249515,-0.22427154,-0.124322176,1.2280462,1.4580209
97,-0.9551839,-1.1862149,-0.398708,-0.23024952,-0.48158753,-0.42432413,1.9292228,-0.7257334,0.65298134,-0.5781964
98,-0.74777913,0.19222292,0.24451417,-0.69805956,-0.8135501,-0.29052678,-0.49673593,0.9253715,-0.221587,0.99110883
99,-0.80565506,0.42755255,1.111369,-0.6603416,-1.2455553,-0.8576652,-0.59394395,-1.02185,0.23799628,1.525467
100,0.123348445,-0.38177356,0.63025945,0.13997698,-0.03871715,1.250178,-0.18508351,-0.4109274,0.86906487,0.23270881
101,0.73922575,-0.36776164,-0.6459142,-0.052046716,1.073741,1.1619552,-0.08091366,0.10783461,0.08698875,0.39185393
102,-1.8736783,0.7536173,-1.1864268,-0.90866596,0.44969672,-1.4054939,-1.0784973,-0.07043183,-0.16310388,1.1634736
103,-0.71245354,0.24369541,0.09898096,-0.27511498,0.08395088,0.99779594,-0.8331095,1.5248853,0.32205456,-0.7861661
104,0.77938676,-0.36275586,0.78942513,-0.17389092,0.6605616,-1.3762034,0.08364153,1.2427514,-0.44675764,1.4262551
105,0.49447116,0.3974726,0.18052596,-0.3397543,0.7495423,1.3001959,-0.010553002,0.4245331,0.07332927,0.555344
106,2.7688844,-0.6738641,-0.7863394,-0.3076957,0.6921032,-0.34487686,0.13076103,0.933109,0.4466763,0.74311095
107,2.5908988,-0.17352572,-0.9975766,-0.35146537,0.56535536,-0.85405576,0.75394225,0.2223092,0.45276028,0.33228374
108,-0.9605392,-0.5066352,1.1374967,-0.5889225,-0.8777126,0.9770293,0.19157565,-0.22895879,-2.0639398,0.42735064
109,-1.0769943,-0.5249628,-0.14737976,-0.4340907,-0.3956193,0.6830435,-0.60828197,0.8373221,-0.46222955,-0.8515738
110,0.2507589,0.17162287,0.6866991,-1.0250142,0.17754817,1.563674,-0.05024016,0.28288612,-0.5654953,0.17922652
111,-1.2741762,0.06778881,0.02952075,-0.25726825,-1.7883089,-1.798755,0.67142916,-0.7181554,0.18355173,0.5924441
112,0.97136253,0.07852927,2.6903567,-4.5625257,1.974735,-0.51322734,-0.12094915,-1.3633838,1.3463445,-1.1612054
113,-0.6797648,-0.9518347,1.435234,-0.35601327,-0.15898517,1.1164955,-0.71702516,0.78023565,0.37829524,-1.2354819
114,0.18575908,-0.32356486,-0.6865393,0.63807356,-0.03888589,-0.2664396,1.0589224,-2.7554784,-1.4098316,-1.3685504
115,-0.16845809,-0.114177406,0.30054045,-0.66109115,0.5967236,0.4249311,-0.2562015,1.7291601,-0.95273846,-0.8372704
116,-0.47169587,-2.074447,0.8847863,-0.040527463,-2.6453178,1.1262296,-2.2183995,0.15552777,0.40939504,-0.21049273
117,0.33078662,0.64589334,-0.38083994,0.18767673,0.76374894,-1.1021796,-0.26068437,0.60203254,-0.8186775,1.6346768
118,0.06434643,-1.0647736,2.0505881,-0.5746163,-1.3252931,-1.713452,-0.74158084,-1.0820769,-0.38572204,1.0614204
119,-0.25172526,0.19390947,0.55353117,-0.11581743,-0.10884094,-0.67160976,1.694179,-0.29716706,0.10404605,-0.8252543
